,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N
9283,3,Unidade da Federação,38,Reais,1269.51,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7106,"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
9284,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7106,"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
9285,3,Unidade da Federação,38,Reais,1904.55,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7107,"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",786,Alto
9286,3,Unidade da Federação,38,Reais,1570.66,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7107,"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",787,Normal
9287,3,Unidade da Federação,38,Reais,1249.96,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7107,"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
9288,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7107,"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
9289,3,Unidade da Federação,38,Reais,1769.78,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7108,"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",786,Alto
9290,3,Unidade da Federação,38,Reais,1451.28,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7108,"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",787,Normal
9291,3,Unidade da Federação,38,Reais,1165.89,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7108,"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
9292,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7108,"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
9293,3,Unidade da Federação,38,Reais,1530.01,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7109,"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada",786,Alto
9294,3,Unidade da Federação,38,Reais,1255.35,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7109,"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada",787,Normal
9295,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7109,"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada",788,Baixo
9296,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7109,"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
9297,3,Unidade da Federação,38,Reais,2003.52,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7110,"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",786,Alto
9298,3,Unidade da Federação,38,Reais,1648.81,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7110,"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",787,Normal
9299,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7110,"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
9300,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7110,"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
9301,3,Unidade da Federação,38,Reais,1762.56,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7111,"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",786,Alto
9302,3,Unidade da Federação,38,Reais,1449.05,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7111,"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",787,Normal
9303,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7111,"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
9304,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7111,"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
9305,3,Unidade da Federação,38,Reais,1795.54,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7112,"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",786,Alto
9306,3,Unidade da Federação,38,Reais,1466.66,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7112,"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",787,Normal
9307,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7112,"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",788,Baixo
9308,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7112,"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
9309,3,Unidade da Federação,38,Reais,2067.04,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7113,"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",786,Alto
9310,3,Unidade da Federação,38,Reais,1702.37,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7113,"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",787,Normal
9311,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7113,"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
9312,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7113,"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
9313,3,Unidade da Federação,38,Reais,1766.27,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7114,"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",786,Alto
9314,3,Unidade da Federação,38,Reais,1454.54,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7114,"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",787,Normal
9315,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7114,"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
9316,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7114,"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
9317,3,Unidade da Federação,38,Reais,1759.01,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7115,"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",786,Alto
9318,3,Unidade da Federação,38,Reais,1391.44,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7115,"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",787,Normal
9319,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7115,"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",788,Baixo
9320,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7115,"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
9321,3,Unidade da Federação,38,Reais,1738.39,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7116,"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",786,Alto
9322,3,Unidade da Federação,38,Reais,1378.82,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7116,"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",787,Normal
9323,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7116,"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",788,Baixo
9324,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7116,"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
9325,3,Unidade da Federação,38,Reais,1789.94,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7117,"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas",786,Alto
9326,3,Unidade da Federação,38,Reais,1450.55,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7117,"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas",787,Normal
9327,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7117,"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas",788,Baixo
9328,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7117,"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas",789,Mínimo
9329,3,Unidade da Federação,38,Reais,1776.26,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7118,"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas",786,Alto
9330,3,Unidade da Federação,38,Reais,1456.44,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7118,"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas",787,Normal
9331,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7118,"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas",788,Baixo
9332,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7118,"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas",789,Mínimo
9333,3,Unidade da Federação,38,Reais,1706.51,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7119,"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido",786,Alto
9334,3,Unidade da Federação,38,Reais,1569.19,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7119,"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido",787,Normal
9335,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7119,"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido",788,Baixo
9336,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7119,"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido",789,Mínimo
9337,3,Unidade da Federação,38,Reais,1732.44,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7120,"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido",786,Alto
9338,3,Unidade da Federação,38,Reais,1605.34,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7120,"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido",787,Normal
9339,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7120,"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido",788,Baixo
9340,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7120,"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido",789,Mínimo
9341,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7121,"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha",786,Alto
9342,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7121,"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha",787,Normal
9343,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7121,"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha",788,Baixo
9344,3,Unidade da Federação,38,Reais,463.80,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7121,"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha",789,Mínimo
9345,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7122,"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha",786,Alto
9346,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7122,"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha",787,Normal
9347,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7122,"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha",788,Baixo
9348,3,Unidade da Federação,38,Reais,399.65,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7122,"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha",789,Mínimo
9349,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7123,"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha",786,Alto
9350,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7123,"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha",787,Normal
9351,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7123,"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha",788,Baixo
9352,3,Unidade da Federação,38,Reais,507.57,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7123,"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha",789,Mínimo
9353,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7124,"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha",786,Alto
9354,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7124,"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha",787,Normal
9355,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7124,"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha",788,Baixo
9356,3,Unidade da Federação,38,Reais,978.32,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7124,"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha",789,Mínimo
9357,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7125,"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha",786,Alto
9358,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7125,"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha",787,Normal
9359,3,Unidade da Federação,38,Reais,-,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7125,"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha",788,Baixo
9360,3,Unidade da Federação,38,Reais,1108.06,28,Sergipe,51,Custo de projeto m²,202504,abril 2025,7125,"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha",789,Mínimo
9361,3,Unidade da Federação,38,Reais,-,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7087,"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha",786,Alto
9362,3,Unidade da Federação,38,Reais,1809.85,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7087,"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha",787,Normal
9363,3,Unidade da Federação,38,Reais,1291.87,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7087,"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha",788,Baixo
9364,3,Unidade da Federação,38,Reais,1121.20,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7087,"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha",789,Mínimo
9365,3,Unidade da Federação,38,Reais,-,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7088,"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha",786,Alto
9366,3,Unidade da Federação,38,Reais,2035.79,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7088,"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha",787,Normal
9367,3,Unidade da Federação,38,Reais,1451.75,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7088,"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha",788,Baixo
9368,3,Unidade da Federação,38,Reais,1261.12,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7088,"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha",789,Mínimo
9369,3,Unidade da Federação,38,Reais,-,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7089,"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",786,Alto
9370,3,Unidade da Federação,38,Reais,2019.44,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7089,"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",787,Normal
9371,3,Unidade da Federação,38,Reais,1483.73,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7089,"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
9372,3,Unidade da Federação,38,Reais,1307.76,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7089,"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
9373,3,Unidade da Federação,38,Reais,2037.97,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7090,"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",786,Alto
9374,3,Unidade da Federação,38,Reais,1714.52,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7090,"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",787,Normal
9375,3,Unidade da Federação,38,Reais,1218.99,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7090,"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
9376,3,Unidade da Federação,38,Reais,-,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7090,"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
9377,3,Unidade da Federação,38,Reais,1934.35,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7091,"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada",786,Alto
9378,3,Unidade da Federação,38,Reais,1636.70,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7091,"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada",787,Normal
9379,3,Unidade da Federação,38,Reais,1148.00,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7091,"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
9380,3,Unidade da Federação,38,Reais,-,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7091,"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
9381,3,Unidade da Federação,38,Reais,-,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7092,"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária",786,Alto
9382,3,Unidade da Federação,38,Reais,-,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7092,"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária",787,Normal
9383,3,Unidade da Federação,38,Reais,-,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7092,"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária",788,Baixo
9384,3,Unidade da Federação,38,Reais,2397.17,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7092,"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária",789,Mínimo
9385,3,Unidade da Federação,38,Reais,-,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7093,"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária",786,Alto
9386,3,Unidade da Federação,38,Reais,-,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7093,"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária",787,Normal
9387,3,Unidade da Federação,38,Reais,-,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7093,"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária",788,Baixo
9388,3,Unidade da Federação,38,Reais,2976.97,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7093,"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária",789,Mínimo
9389,3,Unidade da Federação,38,Reais,-,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7094,"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro",786,Alto
9390,3,Unidade da Federação,38,Reais,-,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7094,"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro",787,Normal
9391,3,Unidade da Federação,38,Reais,1820.89,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7094,"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro",788,Baixo
9392,3,Unidade da Federação,38,Reais,1662.72,29,Bahia,51,Custo de projeto m²,202501,janeiro 2025,7094,"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro",789,Mínimo
